date,state,district,pincode,demo_age_5_17,demo_age_17_
15-12-2025,Kerala,Kozhikode,673004,0,2
15-12-2025,Kerala,Kozhikode,673005,1,10
15-12-2025,Kerala,Kozhikode,673302,1,2
15-12-2025,Kerala,Kozhikode,673304,0,4
15-12-2025,Kerala,Kozhikode,673309,1,11
15-12-2025,Kerala,Kozhikode,673317,0,6
15-12-2025,Kerala,Kozhikode,673504,0,11
15-12-2025,Kerala,Kozhikode,673580,1,9
15-12-2025,Kerala,Kozhikode,673603,1,19
15-12-2025,Kerala,Kozhikode,673604,0,6
15-12-2025,Kerala,Kozhikode,673655,0,5
08-12-2025,Kerala,Kozhikode,673001,1,10
08-12-2025,Kerala,Kozhikode,673102,0,2
08-12-2025,Kerala,Kozhikode,673106,2,10
08-12-2025,Kerala,Kozhikode,673305,0,6
08-12-2025,Kerala,Kozhikode,673328,0,5
08-12-2025,Kerala,Kozhikode,673522,1,9
08-12-2025,Kerala,Kozhikode,673527,0,2
08-12-2025,Kerala,Kozhikode,673613,0,8
12-12-2025,Kerala,Kozhikode,673006,2,2
12-12-2025,Kerala,Kozhikode,673017,1,9
12-12-2025,Kerala,Kozhikode,673032,0,3
12-12-2025,Kerala,Kozhikode,673104,2,20
12-12-2025,Kerala,Kozhikode,673301,0,6
12-12-2025,Kerala,Kozhikode,673323,0,3
12-12-2025,Kerala,Kozhikode,673501,0,5
12-12-2025,Kerala,Kozhikode,673502,0,9
12-12-2025,Kerala,Kozhikode,673505,1,6
12-12-2025,Kerala,Kozhikode,673513,1,10
12-12-2025,Kerala,Kozhikode,673523,3,11
12-12-2025,Kerala,Kozhikode,673527,0,9
12-12-2025,Kerala,Kozhikode,673542,2,19
12-12-2025,Kerala,Kozhikode,673582,4,9
12-12-2025,Kerala,Kozhikode,673586,2,22
12-12-2025,Kerala,Kozhikode,673633,0,5
07-12-2025,Kerala,Kozhikode,673009,0,1
07-12-2025,Kerala,Kozhikode,673614,0,1
07-12-2025,Kerala,Kozhikode,673633,0,1
09-11-2025,Kerala,Kozhikode,673003,2,4
09-11-2025,Kerala,Kozhikode,673323,0,1
10-11-2025,Kerala,Kozhikode,673008,2,34
10-11-2025,Kerala,Kozhikode,673101,0,8
10-11-2025,Kerala,Kozhikode,673103,0,6
10-11-2025,Kerala,Kozhikode,673304,0,9
10-11-2025,Kerala,Kozhikode,673505,0,13
10-11-2025,Kerala,Kozhikode,673507,1,31
10-11-2025,Kerala,Kozhikode,673513,1,9
10-11-2025,Kerala,Kozhikode,673526,0,5
10-11-2025,Kerala,Kozhikode,673541,1,9
10-11-2025,Kerala,Kozhikode,673582,0,17
10-11-2025,Kerala,Kozhikode,673585,0,9
10-11-2025,Kerala,Kozhikode,673601,0,15
10-11-2025,Kerala,Kozhikode,673602,0,24
10-11-2025,Kerala,Kozhikode,673615,0,1
10-11-2025,Kerala,Kozhikode,673639,0,1
10-11-2025,Kerala,Kozhikode,673655,0,8
10-11-2025,Kerala,Kozhikode,673661,1,29
11-11-2025,Kerala,Kozhikode,673008,1,34
11-11-2025,Kerala,Kozhikode,673012,0,13
11-11-2025,Kerala,Kozhikode,673027,1,15
11-11-2025,Kerala,Kozhikode,673029,0,3
11-11-2025,Kerala,Kozhikode,673307,1,8
11-11-2025,Kerala,Kozhikode,673501,0,4
11-11-2025,Kerala,Kozhikode,673507,1,24
11-11-2025,Kerala,Kozhikode,673523,1,12
11-11-2025,Kerala,Kozhikode,673525,2,38
11-11-2025,Kerala,Kozhikode,673586,2,26
11-11-2025,Kerala,Kozhikode,673655,2,6
12-11-2025,Kerala,Kozhikode,673005,1,13
12-11-2025,Kerala,Kozhikode,673006,0,6
12-11-2025,Kerala,Kozhikode,673027,0,11
12-11-2025,Kerala,Kozhikode,673306,0,9
12-11-2025,Kerala,Kozhikode,673315,0,8
12-11-2025,Kerala,Kozhikode,673507,2,29
12-11-2025,Kerala,Kozhikode,673508,3,37
12-11-2025,Kerala,Kozhikode,673527,0,2
12-11-2025,Kerala,Kozhikode,673541,1,19
12-11-2025,Kerala,Kozhikode,673582,0,23
12-11-2025,Kerala,Kozhikode,673602,0,22
12-11-2025,Kerala,Kozhikode,673604,0,6
12-11-2025,Kerala,Kozhikode,673616,3,8
12-11-2025,Kerala,Kozhikode,673631,3,31
12-11-2025,Kerala,Kozhikode,673655,0,6
13-11-2025,Kerala,Kozhikode,673002,3,5
13-11-2025,Kerala,Kozhikode,673007,1,18
13-11-2025,Kerala,Kozhikode,673015,0,13
13-11-2025,Kerala,Kozhikode,673018,0,3
13-11-2025,Kerala,Kozhikode,673027,0,10
13-11-2025,Kerala,Kozhikode,673105,1,8
13-11-2025,Kerala,Kozhikode,673106,0,12
13-11-2025,Kerala,Kozhikode,673302,0,2
13-11-2025,Kerala,Kozhikode,673303,0,15
13-11-2025,Kerala,Kozhikode,673306,0,5
13-11-2025,Kerala,Kozhikode,673509,1,15
13-11-2025,Kerala,Kozhikode,673527,0,5
13-11-2025,Kerala,Kozhikode,673528,0,7
13-11-2025,Kerala,Kozhikode,673574,2,21
13-11-2025,Kerala,Kozhikode,673582,3,18
13-11-2025,Kerala,Kozhikode,673614,1,15
13-11-2025,Kerala,Kozhikode,673633,0,5
14-11-2025,Kerala,Kozhikode,673002,0,3
14-11-2025,Kerala,Kozhikode,673005,0,17
14-11-2025,Kerala,Kozhikode,673007,0,14
14-11-2025,Kerala,Kozhikode,673011,0,9
14-11-2025,Kerala,Kozhikode,673014,0,9
14-11-2025,Kerala,Kozhikode,673016,0,5
14-11-2025,Kerala,Kozhikode,673032,0,1
14-11-2025,Kerala,Kozhikode,673308,0,13
14-11-2025,Kerala,Kozhikode,673501,1,4
14-11-2025,Kerala,Kozhikode,673504,2,7
14-11-2025,Kerala,Kozhikode,673505,1,5
14-11-2025,Kerala,Kozhikode,673507,3,29
14-11-2025,Kerala,Kozhikode,673508,1,17
14-11-2025,Kerala,Kozhikode,673509,0,5
14-11-2025,Kerala,Kozhikode,673524,1,4
14-11-2025,Kerala,Kozhikode,673586,2,25
14-11-2025,Kerala,Kozhikode,673601,2,3
14-11-2025,Kerala,Kozhikode,673616,1,6
14-11-2025,Kerala,Kozhikode,673620,1,15
14-11-2025,Kerala,Kozhikode,673639,1,3
18-11-2025,Kerala,Kozhikode,673001,0,12
18-11-2025,Kerala,Kozhikode,673005,0,7
18-11-2025,Kerala,Kozhikode,673008,3,37
18-11-2025,Kerala,Kozhikode,673010,2,8
18-11-2025,Kerala,Kozhikode,673019,2,32
18-11-2025,Kerala,Kozhikode,673020,0,1
18-11-2025,Kerala,Kozhikode,673032,1,2
18-11-2025,Kerala,Kozhikode,673101,0,3
18-11-2025,Kerala,Kozhikode,673106,2,14
18-11-2025,Kerala,Kozhikode,673303,1,20
18-11-2025,Kerala,Kozhikode,673307,1,21
18-11-2025,Kerala,Kozhikode,673309,0,19
18-11-2025,Kerala,Kozhikode,673328,0,1
18-11-2025,Kerala,Kozhikode,673504,1,19
18-11-2025,Kerala,Kozhikode,673517,1,9
18-11-2025,Kerala,Kozhikode,673523,1,10
18-11-2025,Kerala,Kozhikode,673585,0,19
18-11-2025,Kerala,Kozhikode,673586,0,31
18-11-2025,Kerala,Kozhikode,673601,0,11
18-11-2025,Kerala,Kozhikode,673615,0,3
18-11-2025,Kerala,Kozhikode,673616,1,11
17-11-2025,Kerala,Kozhikode,673001,0,4
17-11-2025,Kerala,Kozhikode,673002,0,2
17-11-2025,Kerala,Kozhikode,673018,0,2
17-11-2025,Kerala,Kozhikode,673301,0,9
17-11-2025,Kerala,Kozhikode,673302,0,4
17-11-2025,Kerala,Kozhikode,673304,0,11
17-11-2025,Kerala,Kozhikode,673308,1,9
17-11-2025,Kerala,Kozhikode,673309,0,14
17-11-2025,Kerala,Kozhikode,673317,2,12
17-11-2025,Kerala,Kozhikode,673505,0,4
17-11-2025,Kerala,Kozhikode,673509,0,3
17-11-2025,Kerala,Kozhikode,673513,0,23
17-11-2025,Kerala,Kozhikode,673521,0,20
17-11-2025,Kerala,Kozhikode,673528,0,4
17-11-2025,Kerala,Kozhikode,673541,2,5
17-11-2025,Kerala,Kozhikode,673574,0,27
17-11-2025,Kerala,Kozhikode,673580,1,10
17-11-2025,Kerala,Kozhikode,673582,1,18
17-11-2025,Kerala,Kozhikode,673585,0,16
17-11-2025,Kerala,Kozhikode,673601,0,16
17-11-2025,Kerala,Kozhikode,673602,0,24
17-11-2025,Kerala,Kozhikode,673616,0,8
17-11-2025,Kerala,Kozhikode,673620,2,19
17-11-2025,Kerala,Kozhikode,673631,2,29
17-11-2025,Kerala,Kozhikode,673632,0,3
17-11-2025,Kerala,Kozhikode,673655,2,12
06-11-2025,Kerala,Kozhikode,673002,0,2
06-11-2025,Kerala,Kozhikode,673006,0,3
06-11-2025,Kerala,Kozhikode,673009,2,5
06-11-2025,Kerala,Kozhikode,673019,4,22
06-11-2025,Kerala,Kozhikode,673028,0,6
06-11-2025,Kerala,Kozhikode,673104,3,20
06-11-2025,Kerala,Kozhikode,673301,1,4
06-11-2025,Kerala,Kozhikode,673303,0,13
06-11-2025,Kerala,Kozhikode,673306,0,10
06-11-2025,Kerala,Kozhikode,673309,0,13
06-11-2025,Kerala,Kozhikode,673328,0,5
06-11-2025,Kerala,Kozhikode,673502,2,10
06-11-2025,Kerala,Kozhikode,673503,0,12
06-11-2025,Kerala,Kozhikode,673504,3,12
06-11-2025,Kerala,Kozhikode,673508,1,18
06-11-2025,Kerala,Kozhikode,673523,1,9
06-11-2025,Kerala,Kozhikode,673525,4,23
06-11-2025,Kerala,Kozhikode,673528,0,10
06-11-2025,Kerala,Kozhikode,673580,0,13
06-11-2025,Kerala,Kozhikode,673639,0,2
06-11-2025,Kerala,Kozhikode,673655,2,8
04-11-2025,Kerala,Kozhikode,673014,1,9
04-11-2025,Kerala,Kozhikode,673021,0,3
04-11-2025,Kerala,Kozhikode,673101,1,3
04-11-2025,Kerala,Kozhikode,673306,1,5
04-11-2025,Kerala,Kozhikode,673308,1,17
04-11-2025,Kerala,Kozhikode,673323,1,6
04-11-2025,Kerala,Kozhikode,673505,1,9
04-11-2025,Kerala,Kozhikode,673507,1,28
04-11-2025,Kerala,Kozhikode,673509,2,16
04-11-2025,Kerala,Kozhikode,673523,0,9
04-11-2025,Kerala,Kozhikode,673524,2,12
04-11-2025,Kerala,Kozhikode,673613,0,3
04-11-2025,Kerala,Kozhikode,673632,0,4
04-11-2025,Kerala,Kozhikode,673655,0,7
05-11-2025,Kerala,Kozhikode,673011,0,6
05-11-2025,Kerala,Kozhikode,673020,0,2
05-11-2025,Kerala,Kozhikode,673104,1,23
05-11-2025,Kerala,Kozhikode,673303,1,13
05-11-2025,Kerala,Kozhikode,673315,3,11
05-11-2025,Kerala,Kozhikode,673502,0,4
05-11-2025,Kerala,Kozhikode,673521,0,16
05-11-2025,Kerala,Kozhikode,673526,1,7
05-11-2025,Kerala,Kozhikode,673527,0,4
05-11-2025,Kerala,Kozhikode,673528,0,11
05-11-2025,Kerala,Kozhikode,673541,2,5
05-11-2025,Kerala,Kozhikode,673585,1,8
05-11-2025,Kerala,Kozhikode,673586,1,19
05-11-2025,Kerala,Kozhikode,673601,0,10
05-11-2025,Kerala,Kozhikode,673603,0,6
05-11-2025,Kerala,Kozhikode,673612,0,15
05-11-2025,Kerala,Kozhikode,673620,2,14
05-11-2025,Kerala,Kozhikode,673661,1,17
08-11-2025,Kerala,Kozhikode,673004,0,2
08-11-2025,Kerala,Kozhikode,673011,0,5
08-11-2025,Kerala,Kozhikode,673016,0,4
08-11-2025,Kerala,Kozhikode,673017,0,6
08-11-2025,Kerala,Kozhikode,673021,0,3
08-11-2025,Kerala,Kozhikode,673032,1,2
08-11-2025,Kerala,Kozhikode,673309,0,8
08-11-2025,Kerala,Kozhikode,673501,1,5
08-11-2025,Kerala,Kozhikode,673505,0,7
08-11-2025,Kerala,Kozhikode,673526,0,3
08-11-2025,Kerala,Kozhikode,673574,2,12
08-11-2025,Kerala,Kozhikode,673614,0,8
08-11-2025,Kerala,Kozhikode,673633,2,9
08-11-2025,Kerala,Kozhikode,673639,0,1
07-11-2025,Kerala,Kozhikode,673003,3,24
07-11-2025,Kerala,Kozhikode,673006,1,5
07-11-2025,Kerala,Kozhikode,673007,0,20
07-11-2025,Kerala,Kozhikode,673011,0,4
07-11-2025,Kerala,Kozhikode,673018,0,1
07-11-2025,Kerala,Kozhikode,673028,0,11
07-11-2025,Kerala,Kozhikode,673101,0,1
07-11-2025,Kerala,Kozhikode,673302,0,2
07-11-2025,Kerala,Kozhikode,673304,0,6
07-11-2025,Kerala,Kozhikode,673307,1,17
07-11-2025,Kerala,Kozhikode,673309,0,7
07-11-2025,Kerala,Kozhikode,673503,0,11
07-11-2025,Kerala,Kozhikode,673505,0,7
07-11-2025,Kerala,Kozhikode,673506,1,24
07-11-2025,Kerala,Kozhikode,673509,0,12
07-11-2025,Kerala,Kozhikode,673517,0,11
07-11-2025,Kerala,Kozhikode,673521,0,14
07-11-2025,Kerala,Kozhikode,673601,2,9
07-11-2025,Kerala,Kozhikode,673603,0,3
07-11-2025,Kerala,Kozhikode,673615,0,2
07-11-2025,Kerala,Kozhikode,673655,0,6
15-11-2025,Kerala,Kozhikode,673002,0,2
15-11-2025,Kerala,Kozhikode,673003,1,28
15-11-2025,Kerala,Kozhikode,673005,0,8
15-11-2025,Kerala,Kozhikode,673007,1,9
15-11-2025,Kerala,Kozhikode,673014,0,5
15-11-2025,Kerala,Kozhikode,673016,2,5
15-11-2025,Kerala,Kozhikode,673018,0,5
15-11-2025,Kerala,Kozhikode,673021,1,4
15-11-2025,Kerala,Kozhikode,673028,2,10
15-11-2025,Kerala,Kozhikode,673104,4,15
15-11-2025,Kerala,Kozhikode,673303,0,10
15-11-2025,Kerala,Kozhikode,673304,2,5
15-11-2025,Kerala,Kozhikode,673307,0,20
15-11-2025,Kerala,Kozhikode,673504,2,17
15-11-2025,Kerala,Kozhikode,673506,5,30
15-11-2025,Kerala,Kozhikode,673513,4,16
15-11-2025,Kerala,Kozhikode,673526,0,2
15-11-2025,Kerala,Kozhikode,673527,0,4
15-11-2025,Kerala,Kozhikode,673611,3,14
16-11-2025,Kerala,Kozhikode,673508,0,1
19-11-2025,Kerala,Kozhikode,673001,0,8
19-11-2025,Kerala,Kozhikode,673008,2,46
19-11-2025,Kerala,Kozhikode,673012,2,10
19-11-2025,Kerala,Kozhikode,673015,1,15
19-11-2025,Kerala,Kozhikode,673020,0,4
19-11-2025,Kerala,Kozhikode,673032,0,2
19-11-2025,Kerala,Kozhikode,673101,0,1
19-11-2025,Kerala,Kozhikode,673304,1,14
19-11-2025,Kerala,Kozhikode,673305,4,7
19-11-2025,Kerala,Kozhikode,673502,1,10
19-11-2025,Kerala,Kozhikode,673504,2,18
19-11-2025,Kerala,Kozhikode,673508,1,35
19-11-2025,Kerala,Kozhikode,673517,0,8
19-11-2025,Kerala,Kozhikode,673542,1,23
19-11-2025,Kerala,Kozhikode,673582,0,24
19-11-2025,Kerala,Kozhikode,673586,1,26
19-11-2025,Kerala,Kozhikode,673604,0,2
19-11-2025,Kerala,Kozhikode,673632,0,16
19-11-2025,Kerala,Kozhikode,673633,0,7
19-11-2025,Kerala,Kozhikode,673655,1,11
21-11-2025,Kerala,Kozhikode,673006,1,3
21-11-2025,Kerala,Kozhikode,673011,0,9
21-11-2025,Kerala,Kozhikode,673027,1,11
21-11-2025,Kerala,Kozhikode,673028,3,14
21-11-2025,Kerala,Kozhikode,673029,1,5
21-11-2025,Kerala,Kozhikode,673101,0,2
21-11-2025,Kerala,Kozhikode,673104,0,8
21-11-2025,Kerala,Kozhikode,673308,0,13
21-11-2025,Kerala,Kozhikode,673309,1,11
21-11-2025,Kerala,Kozhikode,673315,0,14
21-11-2025,Kerala,Kozhikode,673317,1,6
21-11-2025,Kerala,Kozhikode,673328,0,7
21-11-2025,Kerala,Kozhikode,673502,0,4
21-11-2025,Kerala,Kozhikode,673503,1,10
21-11-2025,Kerala,Kozhikode,673517,0,7
21-11-2025,Kerala,Kozhikode,673521,1,8
21-11-2025,Kerala,Kozhikode,673527,0,9
21-11-2025,Kerala,Kozhikode,673528,0,4
21-11-2025,Kerala,Kozhikode,673529,0,7
21-11-2025,Kerala,Kozhikode,673541,1,5
21-11-2025,Kerala,Kozhikode,673573,2,36
21-11-2025,Kerala,Kozhikode,673582,4,22
21-11-2025,Kerala,Kozhikode,673585,0,15
21-11-2025,Kerala,Kozhikode,673603,2,11
21-11-2025,Kerala,Kozhikode,673604,0,4
21-11-2025,Kerala,Kozhikode,673655,0,11
20-11-2025,Kerala,Kozhikode,673004,0,2
20-11-2025,Kerala,Kozhikode,673105,0,13
20-11-2025,Kerala,Kozhikode,673309,1,15
20-11-2025,Kerala,Kozhikode,673508,1,25
20-11-2025,Kerala,Kozhikode,673571,0,30
20-11-2025,Kerala,Kozhikode,673601,1,8
20-11-2025,Kerala,Kozhikode,673611,2,17
20-11-2025,Kerala,Kozhikode,673612,1,15
20-11-2025,Kerala,Kozhikode,673613,1,10
20-11-2025,Kerala,Kozhikode,673615,0,1
20-11-2025,Kerala,Kozhikode,673632,0,8
20-11-2025,Kerala,Kozhikode,673633,1,2
20-11-2025,Kerala,Kozhikode,673655,2,13
20-11-2025,Kerala,Kozhikode,673661,0,37
02-11-2025,Kerala,Kozhikode,673104,0,2
02-11-2025,Kerala,Kozhikode,673302,0,1
02-11-2025,Kerala,Kozhikode,673633,2,1
01-11-2025,Kerala,Kozhikode,673007,5,9
01-11-2025,Kerala,Kozhikode,673008,5,28
01-11-2025,Kerala,Kozhikode,673012,0,5
01-11-2025,Kerala,Kozhikode,673018,2,7
01-11-2025,Kerala,Kozhikode,673021,0,5
01-11-2025,Kerala,Kozhikode,673027,2,8
01-11-2025,Kerala,Kozhikode,673302,0,2
01-11-2025,Kerala,Kozhikode,673305,0,4
01-11-2025,Kerala,Kozhikode,673502,1,9
01-11-2025,Kerala,Kozhikode,673506,1,20
01-11-2025,Kerala,Kozhikode,673507,5,24
01-11-2025,Kerala,Kozhikode,673513,3,12
01-11-2025,Kerala,Kozhikode,673517,0,4
01-11-2025,Kerala,Kozhikode,673523,0,6
01-11-2025,Kerala,Kozhikode,673526,0,6
01-11-2025,Kerala,Kozhikode,673542,5,22
01-11-2025,Kerala,Kozhikode,673572,7,45
01-11-2025,Kerala,Kozhikode,673574,0,11
01-11-2025,Kerala,Kozhikode,673586,1,11
01-11-2025,Kerala,Kozhikode,673601,1,15
01-11-2025,Kerala,Kozhikode,673602,8,22
01-11-2025,Kerala,Kozhikode,673612,4,20
01-11-2025,Kerala,Kozhikode,673616,1,9
01-11-2025,Kerala,Kozhikode,673620,4,14
29-10-2025,Kerala,Kozhikode,673003,1,12
29-10-2025,Kerala,Kozhikode,673008,2,16
29-10-2025,Kerala,Kozhikode,673015,1,11
29-10-2025,Kerala,Kozhikode,673016,0,8
29-10-2025,Kerala,Kozhikode,673017,0,6
29-10-2025,Kerala,Kozhikode,673021,0,4
29-10-2025,Kerala,Kozhikode,673027,1,9
29-10-2025,Kerala,Kozhikode,673103,3,9
29-10-2025,Kerala,Kozhikode,673105,6,11
29-10-2025,Kerala,Kozhikode,673302,0,4
29-10-2025,Kerala,Kozhikode,673305,0,7
29-10-2025,Kerala,Kozhikode,673328,0,4
29-10-2025,Kerala,Kozhikode,673503,1,6
29-10-2025,Kerala,Kozhikode,673509,0,5
29-10-2025,Kerala,Kozhikode,673513,3,5
29-10-2025,Kerala,Kozhikode,673521,2,10
29-10-2025,Kerala,Kozhikode,673522,1,8
29-10-2025,Kerala,Kozhikode,673524,2,8
29-10-2025,Kerala,Kozhikode,673525,5,19
29-10-2025,Kerala,Kozhikode,673529,1,6
29-10-2025,Kerala,Kozhikode,673571,1,19
29-10-2025,Kerala,Kozhikode,673582,0,9
29-10-2025,Kerala,Kozhikode,673613,1,8
29-10-2025,Kerala,Kozhikode,673655,0,7
03-11-2025,Kerala,Kozhikode,673004,0,4
03-11-2025,Kerala,Kozhikode,673007,0,12
03-11-2025,Kerala,Kozhikode,673012,1,13
03-11-2025,Kerala,Kozhikode,673014,0,6
03-11-2025,Kerala,Kozhikode,673015,0,12
03-11-2025,Kerala,Kozhikode,673018,0,2
03-11-2025,Kerala,Kozhikode,673019,1,30
03-11-2025,Kerala,Kozhikode,673020,0,2
03-11-2025,Kerala,Kozhikode,673027,0,11
03-11-2025,Kerala,Kozhikode,673105,0,11
03-11-2025,Kerala,Kozhikode,673306,0,6
03-11-2025,Kerala,Kozhikode,673503,0,1
03-11-2025,Kerala,Kozhikode,673506,3,27
03-11-2025,Kerala,Kozhikode,673513,1,13
03-11-2025,Kerala,Kozhikode,673522,1,13
03-11-2025,Kerala,Kozhikode,673524,1,14
03-11-2025,Kerala,Kozhikode,673527,0,4
03-11-2025,Kerala,Kozhikode,673582,1,25
03-11-2025,Kerala,Kozhikode,673586,2,16
03-11-2025,Kerala,Kozhikode,673614,1,20
30-10-2025,Kerala,Kozhikode,673005,0,6
30-10-2025,Kerala,Kozhikode,673012,1,15
30-10-2025,Kerala,Kozhikode,673104,1,16
30-10-2025,Kerala,Kozhikode,673303,1,10
30-10-2025,Kerala,Kozhikode,673501,0,1
30-10-2025,Kerala,Kozhikode,673506,1,21
30-10-2025,Kerala,Kozhikode,673507,0,20
30-10-2025,Kerala,Kozhikode,673517,1,10
30-10-2025,Kerala,Kozhikode,673521,1,8
30-10-2025,Kerala,Kozhikode,673528,2,4
30-10-2025,Kerala,Kozhikode,673580,1,9
30-10-2025,Kerala,Kozhikode,673613,1,8
30-10-2025,Kerala,Kozhikode,673614,0,18
30-10-2025,Kerala,Kozhikode,673632,0,4
30-10-2025,Kerala,Kozhikode,673661,4,11
31-10-2025,Kerala,Kozhikode,673002,0,3
31-10-2025,Kerala,Kozhikode,673017,0,12
31-10-2025,Kerala,Kozhikode,673028,0,10
31-10-2025,Kerala,Kozhikode,673029,1,6
31-10-2025,Kerala,Kozhikode,673102,1,11
31-10-2025,Kerala,Kozhikode,673104,1,16
31-10-2025,Kerala,Kozhikode,673105,5,4
31-10-2025,Kerala,Kozhikode,673302,0,1
31-10-2025,Kerala,Kozhikode,673304,0,4
31-10-2025,Kerala,Kozhikode,673307,2,8
31-10-2025,Kerala,Kozhikode,673501,0,4
31-10-2025,Kerala,Kozhikode,673503,0,3
31-10-2025,Kerala,Kozhikode,673508,2,16
31-10-2025,Kerala,Kozhikode,673523,0,10
31-10-2025,Kerala,Kozhikode,673525,3,25
31-10-2025,Kerala,Kozhikode,673527,0,3
31-10-2025,Kerala,Kozhikode,673541,1,8
31-10-2025,Kerala,Kozhikode,673571,3,20
31-10-2025,Kerala,Kozhikode,673582,2,12
31-10-2025,Kerala,Kozhikode,673585,0,17
31-10-2025,Kerala,Kozhikode,673586,1,10
31-10-2025,Kerala,Kozhikode,673603,0,4
31-10-2025,Kerala,Kozhikode,673632,0,3
31-10-2025,Kerala,Kozhikode,673661,0,14
24-11-2025,Kerala,Kozhikode,673004,0,4
24-11-2025,Kerala,Kozhikode,673032,0,4
24-11-2025,Kerala,Kozhikode,673104,2,12
24-11-2025,Kerala,Kozhikode,673302,0,3
24-11-2025,Kerala,Kozhikode,673305,0,3
24-11-2025,Kerala,Kozhikode,673306,0,11
24-11-2025,Kerala,Kozhikode,673307,4,7
24-11-2025,Kerala,Kozhikode,673317,1,5
24-11-2025,Kerala,Kozhikode,673506,1,18
24-11-2025,Kerala,Kozhikode,673508,1,22
24-11-2025,Kerala,Kozhikode,673525,0,20
24-11-2025,Kerala,Kozhikode,673580,0,1
24-11-2025,Kerala,Kozhikode,673582,1,23
24-11-2025,Kerala,Kozhikode,673601,0,20
24-11-2025,Kerala,Kozhikode,673613,0,12
24-11-2025,Kerala,Kozhikode,673620,2,22
24-11-2025,Kerala,Kozhikode,673655,0,12
22-11-2025,Kerala,Kozhikode,673001,2,8
22-11-2025,Kerala,Kozhikode,673007,5,7
22-11-2025,Kerala,Kozhikode,673009,0,2
22-11-2025,Kerala,Kozhikode,673018,0,1
22-11-2025,Kerala,Kozhikode,673021,1,4
22-11-2025,Kerala,Kozhikode,673032,0,2
22-11-2025,Kerala,Kozhikode,673105,2,20
22-11-2025,Kerala,Kozhikode,673302,0,1
22-11-2025,Kerala,Kozhikode,673304,1,11
22-11-2025,Kerala,Kozhikode,673323,0,3
22-11-2025,Kerala,Kozhikode,673328,0,2
22-11-2025,Kerala,Kozhikode,673505,0,9
22-11-2025,Kerala,Kozhikode,673521,2,15
22-11-2025,Kerala,Kozhikode,673603,1,11
30-11-2025,Kerala,Kozhikode,673006,0,1
30-11-2025,Kerala,Kozhikode,673010,0,3
30-11-2025,Kerala,Kozhikode,673020,0,2
30-11-2025,Kerala,Kozhikode,673028,0,1
30-11-2025,Kerala,Kozhikode,673524,0,1
29-11-2025,Kerala,Kozhikode,673001,1,7
29-11-2025,Kerala,Kozhikode,673011,0,8
29-11-2025,Kerala,Kozhikode,673015,1,11
29-11-2025,Kerala,Kozhikode,673019,3,27
29-11-2025,Kerala,Kozhikode,673104,0,22
29-11-2025,Kerala,Kozhikode,673106,0,6
29-11-2025,Kerala,Kozhikode,673302,1,2
29-11-2025,Kerala,Kozhikode,673309,3,9
29-11-2025,Kerala,Kozhikode,673315,0,10
29-11-2025,Kerala,Kozhikode,673328,0,4
29-11-2025,Kerala,Kozhikode,673522,0,9
29-11-2025,Kerala,Kozhikode,673523,0,6
29-11-2025,Kerala,Kozhikode,673524,3,18
29-11-2025,Kerala,Kozhikode,673541,3,10
29-11-2025,Kerala,Kozhikode,673542,7,21
29-11-2025,Kerala,Kozhikode,673571,8,43
29-11-2025,Kerala,Kozhikode,673615,0,1
25-11-2025,Kerala,Kozhikode,673002,0,3
25-11-2025,Kerala,Kozhikode,673003,3,29
25-11-2025,Kerala,Kozhikode,673005,1,8
25-11-2025,Kerala,Kozhikode,673006,0,6
25-11-2025,Kerala,Kozhikode,673018,0,9
25-11-2025,Kerala,Kozhikode,673027,1,16
25-11-2025,Kerala,Kozhikode,673029,1,9
25-11-2025,Kerala,Kozhikode,673032,0,1
25-11-2025,Kerala,Kozhikode,673104,1,14
25-11-2025,Kerala,Kozhikode,673501,1,4
25-11-2025,Kerala,Kozhikode,673502,0,4
25-11-2025,Kerala,Kozhikode,673504,3,5
25-11-2025,Kerala,Kozhikode,673505,1,10
25-11-2025,Kerala,Kozhikode,673509,1,16
25-11-2025,Kerala,Kozhikode,673521,1,16
25-11-2025,Kerala,Kozhikode,673586,4,31
25-11-2025,Kerala,Kozhikode,673601,1,13
25-11-2025,Kerala,Kozhikode,673631,3,14
02-12-2025,Kerala,Kozhikode,673008,1,22
02-12-2025,Kerala,Kozhikode,673015,1,17
02-12-2025,Kerala,Kozhikode,673016,1,9
02-12-2025,Kerala,Kozhikode,673027,1,9
02-12-2025,Kerala,Kozhikode,673102,0,15
02-12-2025,Kerala,Kozhikode,673106,0,8
02-12-2025,Kerala,Kozhikode,673323,1,9
02-12-2025,Kerala,Kozhikode,673501,0,8
02-12-2025,Kerala,Kozhikode,673502,0,6
02-12-2025,Kerala,Kozhikode,673506,1,26
02-12-2025,Kerala,Kozhikode,673507,0,23
02-12-2025,Kerala,Kozhikode,673513,0,15
02-12-2025,Kerala,Kozhikode,673522,1,18
02-12-2025,Kerala,Kozhikode,673524,0,16
02-12-2025,Kerala,Kozhikode,673574,0,10
02-12-2025,Kerala,Kozhikode,673582,0,23
02-12-2025,Kerala,Kozhikode,673616,1,13
02-12-2025,Kerala,Kozhikode,673631,4,19
26-11-2025,Kerala,Kozhikode,673017,0,15
26-11-2025,Kerala,Kozhikode,673102,2,9
26-11-2025,Kerala,Kozhikode,673303,1,14
