date,state,district,pincode,age_0_5,age_5_17,age_18_greater
20-09-2025,Kerala,Kozhikode,673504,1,3,0
20-09-2025,Kerala,Kozhikode,673505,1,1,0
20-09-2025,Kerala,Kozhikode,673525,1,0,0
20-09-2025,Kerala,Kozhikode,673529,0,1,0
20-09-2025,Kerala,Kozhikode,673541,0,1,0
20-09-2025,Kerala,Kozhikode,673542,3,6,0
20-09-2025,Kerala,Kozhikode,673585,2,0,0
20-09-2025,Kerala,Kozhikode,673586,1,1,0
18-09-2025,Kerala,Kozhikode,673019,2,2,0
18-09-2025,Kerala,Kozhikode,673032,1,0,0
18-09-2025,Kerala,Kozhikode,673102,1,0,0
18-09-2025,Kerala,Kozhikode,673308,0,1,0
18-09-2025,Kerala,Kozhikode,673611,1,0,0
19-09-2025,Kerala,Kozhikode,673008,1,1,0
19-09-2025,Kerala,Kozhikode,673014,0,1,0
19-09-2025,Kerala,Kozhikode,673017,1,0,0
19-09-2025,Kerala,Kozhikode,673027,1,0,0
19-09-2025,Kerala,Kozhikode,673541,2,1,0
19-09-2025,Kerala,Kozhikode,673573,1,0,0
19-09-2025,Kerala,Kozhikode,673580,1,0,0
19-09-2025,Kerala,Kozhikode,673614,1,0,0
23-09-2025,Kerala,Kozhikode,673003,1,2,0
23-09-2025,Kerala,Kozhikode,673505,0,2,0
23-09-2025,Kerala,Kozhikode,673541,1,0,0
22-09-2025,Kerala,Kozhikode,673504,1,0,0
22-09-2025,Kerala,Kozhikode,673506,1,1,0
22-09-2025,Kerala,Kozhikode,673517,0,1,0
22-09-2025,Kerala,Kozhikode,673527,2,0,0
22-09-2025,Kerala,Kozhikode,673572,2,0,0
22-09-2025,Kerala,Kozhikode,673612,1,1,0
22-09-2025,Kerala,Kozhikode,673661,1,0,0
25-09-2025,Kerala,Kozhikode,673011,1,0,0
25-09-2025,Kerala,Kozhikode,673015,1,1,0
25-09-2025,Kerala,Kozhikode,673021,1,0,0
25-09-2025,Kerala,Kozhikode,673507,2,0,0
25-09-2025,Kerala,Kozhikode,673522,0,1,0
25-09-2025,Kerala,Kozhikode,673524,0,1,0
25-09-2025,Kerala,Kozhikode,673611,2,1,0
25-09-2025,Kerala,Kozhikode,673614,2,0,0
25-09-2025,Kerala,Kozhikode,673661,1,0,0
24-09-2025,Kerala,Kozhikode,673106,1,0,0
24-09-2025,Kerala,Kozhikode,673303,1,2,0
24-09-2025,Kerala,Kozhikode,673502,1,0,0
24-09-2025,Kerala,Kozhikode,673507,0,1,0
24-09-2025,Kerala,Kozhikode,673572,2,1,0
24-09-2025,Kerala,Kozhikode,673582,1,1,0
24-09-2025,Kerala,Kozhikode,673602,2,0,0
27-09-2025,Kerala,Kozhikode,673008,1,0,0
27-09-2025,Kerala,Kozhikode,673028,0,1,0
27-09-2025,Kerala,Kozhikode,673517,2,0,0
27-09-2025,Kerala,Kozhikode,673542,1,2,0
27-09-2025,Kerala,Kozhikode,673571,1,0,0
28-09-2025,Kerala,Kozhikode,673509,0,1,0
29-09-2025,Kerala,Kozhikode,673571,1,0,0
29-09-2025,Kerala,Kozhikode,673585,0,1,0
29-09-2025,Kerala,Kozhikode,673601,1,0,0
26-09-2025,Kerala,Kozhikode,673506,0,1,0
26-09-2025,Kerala,Kozhikode,673586,1,0,0
26-09-2025,Kerala,Kozhikode,673612,1,0,0
26-09-2025,Kerala,Kozhikode,673632,1,0,0
26-10-2025,Kerala,Kozhikode,673001,1,0,0
26-10-2025,Kerala,Kozhikode,673014,1,1,0
26-10-2025,Kerala,Kozhikode,673101,1,0,0
26-10-2025,Kerala,Kozhikode,673309,0,1,0
26-10-2025,Kerala,Kozhikode,673315,1,0,0
26-10-2025,Kerala,Kozhikode,673501,2,0,0
26-10-2025,Kerala,Kozhikode,673508,0,1,0
26-10-2025,Kerala,Kozhikode,673582,1,0,0
13-10-2025,Kerala,Kozhikode,673006,2,0,0
13-10-2025,Kerala,Kozhikode,673008,1,0,0
13-10-2025,Kerala,Kozhikode,673303,2,0,0
13-10-2025,Kerala,Kozhikode,673307,3,1,0
13-10-2025,Kerala,Kozhikode,673309,2,0,0
13-10-2025,Kerala,Kozhikode,673506,4,1,0
13-10-2025,Kerala,Kozhikode,673542,3,2,0
13-10-2025,Kerala,Kozhikode,673571,5,1,0
13-10-2025,Kerala,Kozhikode,673611,2,0,0
13-10-2025,Kerala,Kozhikode,673616,1,0,0
13-10-2025,Kerala,Kozhikode,673655,1,1,0
13-10-2025,Kerala,Kozhikode,673661,4,1,0
16-10-2025,Kerala,Kozhikode,673502,0,0,1
16-10-2025,Kerala,Kozhikode,673507,2,0,0
16-10-2025,Kerala,Kozhikode,673542,1,0,0
16-10-2025,Kerala,Kozhikode,673573,1,1,0
16-10-2025,Kerala,Kozhikode,673612,1,0,0
16-10-2025,Kerala,Kozhikode,673620,1,1,0
15-10-2025,Kerala,Kozhikode,673014,1,0,0
15-10-2025,Kerala,Kozhikode,673028,1,0,0
15-10-2025,Kerala,Kozhikode,673105,0,0,1
15-10-2025,Kerala,Kozhikode,673508,1,0,0
15-10-2025,Kerala,Kozhikode,673513,2,0,0
15-10-2025,Kerala,Kozhikode,673517,0,1,0
15-10-2025,Kerala,Kozhikode,673586,1,0,0
15-10-2025,Kerala,Kozhikode,673602,2,1,0
15-10-2025,Kerala,Kozhikode,673611,1,1,0
18-10-2025,Kerala,Kozhikode,673010,1,0,0
18-10-2025,Kerala,Kozhikode,673305,0,0,1
18-10-2025,Kerala,Kozhikode,673307,1,0,0
18-10-2025,Kerala,Kozhikode,673504,1,1,1
18-10-2025,Kerala,Kozhikode,673517,2,0,1
18-10-2025,Kerala,Kozhikode,673523,1,0,0
18-10-2025,Kerala,Kozhikode,673524,1,1,0
18-10-2025,Kerala,Kozhikode,673541,1,0,0
18-10-2025,Kerala,Kozhikode,673542,0,1,0
18-10-2025,Kerala,Kozhikode,673574,1,0,0
18-10-2025,Kerala,Kozhikode,673611,0,1,0
18-10-2025,Kerala,Kozhikode,673614,1,0,0
18-10-2025,Kerala,Kozhikode,673631,2,0,0
17-10-2025,Kerala,Kozhikode,673003,5,1,0
17-10-2025,Kerala,Kozhikode,673015,1,2,0
17-10-2025,Kerala,Kozhikode,673105,0,1,0
17-10-2025,Kerala,Kozhikode,673301,1,0,0
17-10-2025,Kerala,Kozhikode,673302,1,1,0
17-10-2025,Kerala,Kozhikode,673305,0,1,0
17-10-2025,Kerala,Kozhikode,673504,1,1,0
17-10-2025,Kerala,Kozhikode,673508,4,1,1
17-10-2025,Kerala,Kozhikode,673525,2,1,0
17-10-2025,Kerala,Kozhikode,673574,2,0,1
17-10-2025,Kerala,Kozhikode,673580,1,0,0
17-10-2025,Kerala,Kozhikode,673585,4,0,1
17-10-2025,Kerala,Kozhikode,673620,2,1,0
17-10-2025,Kerala,Kozhikode,673631,1,0,0
17-10-2025,Kerala,Kozhikode,673632,1,0,0
20-10-2025,Kerala,Kozhikode,673304,1,0,0
20-10-2025,Kerala,Kozhikode,673306,0,1,0
20-10-2025,Kerala,Kozhikode,673317,1,0,0
20-10-2025,Kerala,Kozhikode,673504,1,0,0
20-10-2025,Kerala,Kozhikode,673631,2,0,0
20-10-2025,Kerala,Kozhikode,673661,0,1,0
19-10-2025,Kerala,Kozhikode,673007,2,0,0
19-10-2025,Kerala,Kozhikode,673016,2,0,0
19-10-2025,Kerala,Kozhikode,673019,5,1,0
19-10-2025,Kerala,Kozhikode,673106,0,1,0
19-10-2025,Kerala,Kozhikode,673304,2,0,0
19-10-2025,Kerala,Kozhikode,673508,1,0,0
19-10-2025,Kerala,Kozhikode,673525,2,1,0
19-10-2025,Kerala,Kozhikode,673603,1,0,0
24-10-2025,Kerala,Kozhikode,673003,2,0,0
24-10-2025,Kerala,Kozhikode,673006,0,1,0
24-10-2025,Kerala,Kozhikode,673008,3,0,0
24-10-2025,Kerala,Kozhikode,673304,1,0,0
24-10-2025,Kerala,Kozhikode,673517,1,0,0
24-10-2025,Kerala,Kozhikode,673542,2,1,0
24-10-2025,Kerala,Kozhikode,673572,4,2,0
24-10-2025,Kerala,Kozhikode,673632,1,0,0
24-10-2025,Kerala,Kozhikode,673661,2,1,0
21-10-2025,Kerala,Kozhikode,673302,0,1,0
21-10-2025,Kerala,Kozhikode,673571,1,1,0
21-10-2025,Kerala,Kozhikode,673632,0,2,0
21-10-2025,Kerala,Kozhikode,673633,1,0,0
27-10-2025,Kerala,Kozhikode,673003,2,1,0
27-10-2025,Kerala,Kozhikode,673521,0,1,0
27-10-2025,Kerala,Kozhikode,673525,1,0,0
27-10-2025,Kerala,Kozhikode,673572,3,2,0
27-10-2025,Kerala,Kozhikode,673586,0,1,0
27-10-2025,Kerala,Kozhikode,673661,0,1,0
28-10-2025,Kerala,Kozhikode,673001,1,0,0
28-10-2025,Kerala,Kozhikode,673102,1,0,0
28-10-2025,Kerala,Kozhikode,673104,1,1,0
28-10-2025,Kerala,Kozhikode,673302,1,0,0
28-10-2025,Kerala,Kozhikode,673306,1,0,0
28-10-2025,Kerala,Kozhikode,673307,1,0,0
28-10-2025,Kerala,Kozhikode,673309,1,0,0
28-10-2025,Kerala,Kozhikode,673502,0,1,0
28-10-2025,Kerala,Kozhikode,673507,2,1,0
28-10-2025,Kerala,Kozhikode,673527,0,1,0
28-10-2025,Kerala,Kozhikode,673582,1,1,0
25-10-2025,Kerala,Kozhikode,673001,1,1,0
25-10-2025,Kerala,Kozhikode,673003,5,0,0
25-10-2025,Kerala,Kozhikode,673012,0,1,0
25-10-2025,Kerala,Kozhikode,673309,1,2,0
25-10-2025,Kerala,Kozhikode,673503,1,0,0
25-10-2025,Kerala,Kozhikode,673504,2,0,0
25-10-2025,Kerala,Kozhikode,673522,1,1,0
25-10-2025,Kerala,Kozhikode,673525,2,1,0
25-10-2025,Kerala,Kozhikode,673542,1,2,0
25-10-2025,Kerala,Kozhikode,673571,3,1,0
25-10-2025,Kerala,Kozhikode,673580,1,0,0
25-10-2025,Kerala,Kozhikode,673586,5,0,0
25-10-2025,Kerala,Kozhikode,673613,1,0,0
25-10-2025,Kerala,Kozhikode,673633,1,1,0
29-10-2025,Kerala,Kozhikode,673012,1,1,0
29-10-2025,Kerala,Kozhikode,673102,1,1,0
29-10-2025,Kerala,Kozhikode,673106,1,2,0
29-10-2025,Kerala,Kozhikode,673309,0,1,0
29-10-2025,Kerala,Kozhikode,673508,1,0,0
29-10-2025,Kerala,Kozhikode,673572,3,1,0
29-10-2025,Kerala,Kozhikode,673602,1,1,0
30-10-2025,Kerala,Kozhikode,673006,1,0,0
30-10-2025,Kerala,Kozhikode,673009,1,1,0
30-10-2025,Kerala,Kozhikode,673014,2,0,0
30-10-2025,Kerala,Kozhikode,673015,2,0,0
30-10-2025,Kerala,Kozhikode,673019,4,2,0
30-10-2025,Kerala,Kozhikode,673027,2,0,0
30-10-2025,Kerala,Kozhikode,673305,3,1,0
30-10-2025,Kerala,Kozhikode,673306,1,0,0
30-10-2025,Kerala,Kozhikode,673315,1,0,0
30-10-2025,Kerala,Kozhikode,673328,1,0,0
30-10-2025,Kerala,Kozhikode,673504,0,1,0
30-10-2025,Kerala,Kozhikode,673522,1,1,0
30-10-2025,Kerala,Kozhikode,673541,0,2,0
30-10-2025,Kerala,Kozhikode,673602,3,1,0
30-10-2025,Kerala,Kozhikode,673616,1,0,0
30-10-2025,Kerala,Kozhikode,673631,4,1,0
30-10-2025,Kerala,Kozhikode,673633,1,0,0
06-11-2025,Kerala,Kozhikode,673005,0,1,0
06-11-2025,Kerala,Kozhikode,673015,1,0,0
06-11-2025,Kerala,Kozhikode,673307,1,1,0
06-11-2025,Kerala,Kozhikode,673308,1,0,0
06-11-2025,Kerala,Kozhikode,673317,2,0,0
06-11-2025,Kerala,Kozhikode,673323,1,0,0
06-11-2025,Kerala,Kozhikode,673529,0,1,0
06-11-2025,Kerala,Kozhikode,673541,2,0,0
06-11-2025,Kerala,Kozhikode,673573,1,1,0
06-11-2025,Kerala,Kozhikode,673574,2,0,0
06-11-2025,Kerala,Kozhikode,673582,1,1,0
06-11-2025,Kerala,Kozhikode,673585,1,0,0
06-11-2025,Kerala,Kozhikode,673586,3,0,0
06-11-2025,Kerala,Kozhikode,673612,2,1,0
06-11-2025,Kerala,Kozhikode,673631,1,0,0
06-11-2025,Kerala,Kozhikode,673661,2,2,0
05-11-2025,Kerala,Kozhikode,673001,1,0,0
05-11-2025,Kerala,Kozhikode,673005,1,2,0
05-11-2025,Kerala,Kozhikode,673007,3,1,0
05-11-2025,Kerala,Kozhikode,673016,1,0,0
05-11-2025,Kerala,Kozhikode,673021,1,1,0
05-11-2025,Kerala,Kozhikode,673028,1,1,0
05-11-2025,Kerala,Kozhikode,673105,0,1,0
05-11-2025,Kerala,Kozhikode,673306,1,1,0
05-11-2025,Kerala,Kozhikode,673323,2,0,0
05-11-2025,Kerala,Kozhikode,673328,1,0,0
05-11-2025,Kerala,Kozhikode,673501,1,0,0
05-11-2025,Kerala,Kozhikode,673503,1,0,0
05-11-2025,Kerala,Kozhikode,673505,1,1,0
05-11-2025,Kerala,Kozhikode,673508,4,3,0
05-11-2025,Kerala,Kozhikode,673513,1,1,0
05-11-2025,Kerala,Kozhikode,673524,4,1,0
05-11-2025,Kerala,Kozhikode,673542,0,3,0
05-11-2025,Kerala,Kozhikode,673570,1,0,0
05-11-2025,Kerala,Kozhikode,673572,6,2,0
05-11-2025,Kerala,Kozhikode,673580,4,1,0
05-11-2025,Kerala,Kozhikode,673582,4,2,0
05-11-2025,Kerala,Kozhikode,673602,1,2,0
08-11-2025,Kerala,Kozhikode,673105,1,0,0
08-11-2025,Kerala,Kozhikode,673506,5,0,0
08-11-2025,Kerala,Kozhikode,673572,1,0,0
07-11-2025,Kerala,Kozhikode,673016,0,1,0
07-11-2025,Kerala,Kozhikode,673315,3,0,0
07-11-2025,Kerala,Kozhikode,673508,1,1,0
07-11-2025,Kerala,Kozhikode,673529,0,1,0
07-11-2025,Kerala,Kozhikode,673574,3,2,0
07-11-2025,Kerala,Kozhikode,673614,1,0,0
07-11-2025,Kerala,Kozhikode,673616,1,0,0
09-11-2025,Kerala,Kozhikode,673005,1,1,0
09-11-2025,Kerala,Kozhikode,673011,1,0,0
09-11-2025,Kerala,Kozhikode,673015,0,1,0
09-11-2025,Kerala,Kozhikode,673016,1,0,0
09-11-2025,Kerala,Kozhikode,673305,1,1,0
09-11-2025,Kerala,Kozhikode,673307,1,0,0
09-11-2025,Kerala,Kozhikode,673315,0,2,0
09-11-2025,Kerala,Kozhikode,673506,1,1,0
09-11-2025,Kerala,Kozhikode,673524,1,0,0
09-11-2025,Kerala,Kozhikode,673585,1,0,0
09-11-2025,Kerala,Kozhikode,673601,1,0,0
09-11-2025,Kerala,Kozhikode,673603,1,0,0
10-11-2025,Kerala,Kozhikode,673004,1,0,0
10-11-2025,Kerala,Kozhikode,673019,3,0,0
10-11-2025,Kerala,Kozhikode,673102,1,0,0
10-11-2025,Kerala,Kozhikode,673524,0,1,0
10-11-2025,Kerala,Kozhikode,673603,1,0,0
10-11-2025,Kerala,Kozhikode,673616,1,0,0
10-11-2025,Kerala,Kozhikode,673620,2,0,0
14-11-2025,Kerala,Kozhikode,673019,3,0,0
14-11-2025,Kerala,Kozhikode,673305,1,1,0
14-11-2025,Kerala,Kozhikode,673306,1,0,0
14-11-2025,Kerala,Kozhikode,673317,1,0,0
14-11-2025,Kerala,Kozhikode,673582,2,1,0
14-11-2025,Kerala,Kozhikode,673614,2,1,0
13-11-2025,Kerala,Kozhikode,673506,1,0,0
13-11-2025,Kerala,Kozhikode,673508,1,0,0
01-11-2025,Kerala,Kozhikode,673016,0,1,0
01-11-2025,Kerala,Kozhikode,673614,1,1,0
01-11-2025,Kerala,Kozhikode,673631,1,0,0
31-10-2025,Kerala,Kozhikode,673014,2,0,0
31-10-2025,Kerala,Kozhikode,673021,1,0,0
31-10-2025,Kerala,Kozhikode,673027,1,0,0
31-10-2025,Kerala,Kozhikode,673506,2,1,0
31-10-2025,Kerala,Kozhikode,673509,0,1,0
31-10-2025,Kerala,Kozhikode,673612,2,0,0
31-10-2025,Kerala,Kozhikode,673631,0,1,0
03-11-2025,Kerala,Kozhikode,673505,0,1,0
03-11-2025,Kerala,Kozhikode,673507,1,0,0
03-11-2025,Kerala,Kozhikode,673508,2,0,0
03-11-2025,Kerala,Kozhikode,673572,1,0,0
03-11-2025,Kerala,Kozhikode,673613,0,1,0
02-11-2025,Kerala,Kozhikode,673005,3,0,0
02-11-2025,Kerala,Kozhikode,673012,2,0,0
02-11-2025,Kerala,Kozhikode,673014,3,0,0
02-11-2025,Kerala,Kozhikode,673304,1,1,0
02-11-2025,Kerala,Kozhikode,673503,0,1,0
02-11-2025,Kerala,Kozhikode,673508,2,0,0
02-11-2025,Kerala,Kozhikode,673611,3,2,0
02-11-2025,Kerala,Kozhikode,673616,2,1,0
02-11-2025,Kerala,Kozhikode,673639,0,1,0
12-11-2025,Kerala,Kozhikode,673008,1,0,0
12-11-2025,Kerala,Kozhikode,673009,1,0,0
12-11-2025,Kerala,Kozhikode,673015,1,0,0
12-11-2025,Kerala,Kozhikode,673016,3,1,0
12-11-2025,Kerala,Kozhikode,673017,1,0,0
12-11-2025,Kerala,Kozhikode,673019,2,0,0
12-11-2025,Kerala,Kozhikode,673505,1,2,0
12-11-2025,Kerala,Kozhikode,673513,1,0,0
12-11-2025,Kerala,Kozhikode,673526,1,0,0
11-11-2025,Kerala,Kozhikode,673003,4,0,0
11-11-2025,Kerala,Kozhikode,673016,2,0,0
11-11-2025,Kerala,Kozhikode,673104,1,1,0
11-11-2025,Kerala,Kozhikode,673522,1,0,0
11-11-2025,Kerala,Kozhikode,673524,1,1,0
11-11-2025,Kerala,Kozhikode,673572,2,0,0
11-11-2025,Kerala,Kozhikode,673573,1,2,0
11-11-2025,Kerala,Kozhikode,673585,1,0,0
11-11-2025,Kerala,Kozhikode,673602,1,0,0
16-11-2025,Kerala,Kozhikode,673003,1,3,0
16-11-2025,Kerala,Kozhikode,673303,1,1,0
16-11-2025,Kerala,Kozhikode,673506,1,3,0
16-11-2025,Kerala,Kozhikode,673523,2,1,0
16-11-2025,Kerala,Kozhikode,673585,2,0,0
16-11-2025,Kerala,Kozhikode,673603,1,0,0
16-11-2025,Kerala,Kozhikode,673614,4,0,0
16-11-2025,Kerala,Kozhikode,673616,1,0,0
16-11-2025,Kerala,Kozhikode,673631,1,1,0
15-11-2025,Kerala,Kozhikode,673001,2,0,0
15-11-2025,Kerala,Kozhikode,673006,1,0,0
15-11-2025,Kerala,Kozhikode,673008,7,1,0
15-11-2025,Kerala,Kozhikode,673015,3,0,0
15-11-2025,Kerala,Kozhikode,673032,1,0,0
15-11-2025,Kerala,Kozhikode,673102,3,0,0
15-11-2025,Kerala,Kozhikode,673306,5,1,0
15-11-2025,Kerala,Kozhikode,673308,1,0,0
15-11-2025,Kerala,Kozhikode,673323,2,0,0
15-11-2025,Kerala,Kozhikode,673501,1,3,0
15-11-2025,Kerala,Kozhikode,673503,5,0,0
15-11-2025,Kerala,Kozhikode,673505,3,2,0
15-11-2025,Kerala,Kozhikode,673507,6,3,0
15-11-2025,Kerala,Kozhikode,673508,2,2,0
15-11-2025,Kerala,Kozhikode,673522,2,1,0
15-11-2025,Kerala,Kozhikode,673523,1,0,0
15-11-2025,Kerala,Kozhikode,673524,4,0,0
15-11-2025,Kerala,Kozhikode,673528,1,2,0
15-11-2025,Kerala,Kozhikode,673574,4,4,0
15-11-2025,Kerala,Kozhikode,673612,6,3,0
18-11-2025,Kerala,Kozhikode,673007,0,1,0
18-11-2025,Kerala,Kozhikode,673021,1,1,1
18-11-2025,Kerala,Kozhikode,673105,1,0,0
18-11-2025,Kerala,Kozhikode,673301,1,0,0
18-11-2025,Kerala,Kozhikode,673305,1,0,0
18-11-2025,Kerala,Kozhikode,673502,1,0,0
18-11-2025,Kerala,Kozhikode,673503,3,3,0
18-11-2025,Kerala,Kozhikode,673506,3,1,0
18-11-2025,Kerala,Kozhikode,673509,1,1,0
18-11-2025,Kerala,Kozhikode,673513,0,1,0
18-11-2025,Kerala,Kozhikode,673525,3,2,0
18-11-2025,Kerala,Kozhikode,673526,0,2,0
18-11-2025,Kerala,Kozhikode,673572,6,2,0
18-11-2025,Kerala,Kozhikode,673580,1,0,0
18-11-2025,Kerala,Kozhikode,673602,1,0,2
18-11-2025,Kerala,Kozhikode,673611,5,0,0
18-11-2025,Kerala,Kozhikode,673631,2,0,0
17-11-2025,Kerala,Kozhikode,673016,1,0,0
19-11-2025,Kerala,Kozhikode,673004,0,0,2
19-11-2025,Kerala,Kozhikode,673017,2,0,4
19-11-2025,Kerala,Kozhikode,673029,0,0,1
19-11-2025,Kerala,Kozhikode,673301,3,0,0
19-11-2025,Kerala,Kozhikode,673303,2,2,5
19-11-2025,Kerala,Kozhikode,673503,2,0,0
19-11-2025,Kerala,Kozhikode,673505,1,1,0
